Data,Produto,Categoria,Preço,Quantidade,Desconto,Total_Venda,Idade,Renda
2023-06-06,Sabão em pó,Produtos de Limpeza,34.12,17,0.0,580.04,72,3288.74
2023-06-06,Amaciantes,Produtos de Limpeza,49.83,9,0.0,448.46999999999997,54,2762.08
2023-06-06,Limpadores multiuso,Produtos de Limpeza,18.11,9,0.0,162.99,73,3684.4
2023-06-06,Esponjas,Produtos de Limpeza,4.96,3,0.0,14.879999999999999,32,3303.25
2023-06-06,Shampoos,Produtos de Higiene Pessoal,13.69,1,0.0,13.69,25,1641.52
2023-06-06,Sabonetes,Produtos de Higiene Pessoal,41.12,9,0.0,370.08,32,1407.16
2023-06-06,Creme dental,Produtos de Higiene Pessoal,43.42,9,0.0,390.78000000000003,46,2888.43
2023-06-06,Desodorantes,Produtos de Higiene Pessoal,34.84,4,0.0,139.36,19,3430.94
2023-06-06,Papel higiênico,Produtos de Higiene Pessoal,3.29,2,0.0,6.58,42,1590.48
2023-06-06,Sorvetes,Congelados,38.93,11,0.0,428.23,48,2747.66
2023-06-06,Pizzas congeladas,Congelados,9.45,18,0.0,170.1,20,3213.32
2023-06-06,Vegetais congelados,Congelados,35.73,5,0.0,178.64999999999998,51,4319.92
2023-06-06,Pratos prontos congelados,Congelados,32.47,8,0.0,259.76,71,3913.88
2023-06-06,Frango empanado,Congelados,38.71,4,0.0,154.84,59,1845.51
2023-06-06,Ração para cães,Pet Shop,5.73,18,0.0,103.14000000000001,30,3233.39
2023-06-06,Ração para gatos,Pet Shop,12.99,15,0.0,194.85,19,4608.99
2023-06-06,Petiscos,Pet Shop,25.21,7,0.0,176.47,23,4262.96
2023-06-06,Brinquedos para pets,Pet Shop,29.93,12,0.0,359.15999999999997,20,3112.96
2023-06-06,Produtos de higiene para pets,Pet Shop,31.68,8,0.0,253.44,61,1006.0
2023-06-06,Panelas,Utilidades Domésticas,33.0,5,0.0,165.0,51,1368.58
2023-06-06,Talheres,Utilidades Domésticas,17.68,12,0.0,212.16,27,4248.43
2023-06-06,Copos,Utilidades Domésticas,13.82,5,0.0,69.1,37,1028.95
2023-06-06,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,20.2,7,0.0,141.4,67,2885.41
2023-06-07,Maçãs,Alimentos Frescos,44.14,8,0.0,353.12,43,3481.96
2023-06-07,Bananas,Alimentos Frescos,12.66,2,0.0,25.32,52,4498.12
2023-06-07,Laranjas,Alimentos Frescos,13.54,8,0.0,108.32,19,4153.32
2023-06-07,Tomates,Alimentos Frescos,18.15,9,0.0,163.35,23,3255.0
2023-06-07,Alface,Alimentos Frescos,47.16,16,0.0,754.56,33,1707.29
2023-06-07,Cenouras,Alimentos Frescos,2.21,14,0.0,30.939999999999998,56,2119.62
2023-06-07,Frango,Alimentos Frescos,35.42,5,0.0,177.10000000000002,64,2801.92
2023-06-07,Carne bovina,Alimentos Frescos,16.98,13,0.0,220.74,70,4312.43
2023-06-07,Carne suína,Alimentos Frescos,29.0,8,0.0,232.0,18,1154.54
2023-06-07,Salmão,Alimentos Frescos,31.8,5,0.0,159.0,59,2150.98
2023-06-07,Tilápia,Alimentos Frescos,12.49,13,0.0,162.37,46,2608.09
2023-06-07,Atum,Alimentos Frescos,15.1,10,0.0,151.0,44,4214.18
2023-06-07,Pão francês,Alimentos Frescos,1.31,12,0.0,15.72,41,2338.33
2023-06-07,Pão integral,Alimentos Frescos,10.85,3,0.0,32.55,42,2542.83
2023-06-07,Croissants,Alimentos Frescos,44.86,18,0.0,807.48,58,3612.01
2023-06-07,Arroz,Produtos de Mercearia,11.5,2,0.0,23.0,29,4391.8
2023-06-07,Feijão,Produtos de Mercearia,5.41,11,0.0,59.510000000000005,67,2949.91
2023-06-07,Macarrão,Produtos de Mercearia,40.66,12,0.0,487.91999999999996,19,1681.77
2023-06-07,Óleo,Produtos de Mercearia,24.65,9,0.0,221.85,49,3988.44
2023-06-07,Azeite,Produtos de Mercearia,29.71,19,0.0,564.49,41,4384.3
2023-06-07,Farinha,Produtos de Mercearia,32.69,9,0.0,294.21,65,3385.23
2023-06-07,Leite,Laticínios e Ovos,24.61,14,0.0,344.53999999999996,67,4877.15
2023-06-07,Queijo,Laticínios e Ovos,7.52,11,0.0,82.72,43,1040.64
2023-06-07,Iogurte,Laticínios e Ovos,7.66,7,0.0,53.620000000000005,51,1390.74
2023-06-07,Manteiga,Laticínios e Ovos,38.25,1,0.0,38.25,25,1080.38
2023-06-07,Ovos,Laticínios e Ovos,37.8,3,0.0,113.39999999999999,29,4647.39
2023-06-07,Refrigerantes,Bebidas,47.76,4,0.0,191.04,50,4087.57
2023-06-07,Sucos,Bebidas,32.02,10,0.0,320.20000000000005,20,4818.25
2023-06-07,Água mineral,Bebidas,32.57,8,0.0,260.56,60,2633.79
2023-06-07,Cervejas,Bebidas,32.7,12,0.0,392.40000000000003,68,3597.7
2023-06-07,Vinhos,Bebidas,45.48,6,0.0,272.88,21,4905.55
2023-06-07,Detergentes,Produtos de Limpeza,14.29,7,0.0,100.03,26,1924.49
2023-06-07,Sabão em pó,Produtos de Limpeza,20.7,17,0.0,351.9,50,2477.66
2023-06-07,Amaciantes,Produtos de Limpeza,39.34,13,0.0,511.4200000000001,73,4475.07
2023-06-07,Limpadores multiuso,Produtos de Limpeza,29.23,14,0.0,409.22,21,3562.88
2023-06-07,Esponjas,Produtos de Limpeza,30.21,8,0.0,241.68,58,2366.32
2023-06-07,Shampoos,Produtos de Higiene Pessoal,32.82,15,0.0,492.3,64,2763.37
2023-06-07,Sabonetes,Produtos de Higiene Pessoal,3.97,19,0.0,75.43,25,4431.58
2023-06-07,Creme dental,Produtos de Higiene Pessoal,31.25,4,0.0,125.0,48,3604.31
2023-06-07,Desodorantes,Produtos de Higiene Pessoal,42.76,19,0.0,812.4399999999999,40,4926.62
2023-06-07,Papel higiênico,Produtos de Higiene Pessoal,42.94,17,0.0,729.98,30,2444.88
2023-06-07,Sorvetes,Congelados,18.16,8,0.0,145.28,66,4195.7
2023-06-07,Pizzas congeladas,Congelados,16.99,2,0.0,33.98,45,4061.02
2023-06-07,Vegetais congelados,Congelados,47.87,19,0.0,909.53,45,2192.32
2023-06-07,Pratos prontos congelados,Congelados,43.63,14,0.0,610.82,39,1924.86
2023-06-07,Frango empanado,Congelados,33.99,1,0.0,33.99,41,4100.45
2023-06-07,Ração para cães,Pet Shop,9.76,10,0.0,97.6,71,3812.35
2023-06-07,Ração para gatos,Pet Shop,6.11,14,0.0,85.54,57,3835.52
2023-06-07,Petiscos,Pet Shop,1.64,16,0.0,26.24,21,2742.54
2023-06-07,Brinquedos para pets,Pet Shop,48.97,3,0.0,146.91,57,2096.72
2023-06-07,Produtos de higiene para pets,Pet Shop,47.77,7,0.0,334.39000000000004,55,1188.93
2023-06-07,Panelas,Utilidades Domésticas,41.69,18,0.0,750.42,22,1669.04
2023-06-07,Talheres,Utilidades Domésticas,16.88,4,0.0,67.52,52,4436.99
2023-06-07,Copos,Utilidades Domésticas,1.72,3,0.0,5.16,51,3933.58
2023-06-07,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,6.16,5,0.0,30.8,57,2020.45
2023-06-08,Maçãs,Alimentos Frescos,40.61,1,0.0,40.61,68,3914.0
2023-06-08,Bananas,Alimentos Frescos,11.42,10,0.0,114.2,52,3045.6
2023-06-08,Laranjas,Alimentos Frescos,17.84,11,0.0,196.24,69,1544.9
2023-06-08,Tomates,Alimentos Frescos,2.55,1,0.0,2.55,42,1240.27
2023-06-08,Alface,Alimentos Frescos,40.16,2,0.0,80.32,44,1064.02
2023-06-08,Cenouras,Alimentos Frescos,32.82,9,0.0,295.38,55,2887.59
2023-06-08,Frango,Alimentos Frescos,20.43,14,0.0,286.02,48,2836.23
2023-06-08,Carne bovina,Alimentos Frescos,43.76,16,0.0,700.16,40,1453.72
2023-06-08,Carne suína,Alimentos Frescos,37.34,13,0.0,485.4200000000001,61,4193.57
2023-06-08,Salmão,Alimentos Frescos,34.41,15,0.0,516.15,58,2195.03
2023-06-08,Tilápia,Alimentos Frescos,22.65,9,0.0,203.85,24,1931.93
2023-06-08,Atum,Alimentos Frescos,45.32,17,0.0,770.44,33,4482.98
2023-06-08,Pão francês,Alimentos Frescos,38.7,10,0.0,387.0,60,2528.14
2023-06-08,Pão integral,Alimentos Frescos,22.71,9,0.0,204.39000000000001,42,1228.8
2023-06-08,Croissants,Alimentos Frescos,29.76,2,0.0,59.52,42,4700.72
2023-06-08,Arroz,Produtos de Mercearia,38.37,7,0.0,268.59,32,2877.72
2023-06-08,Feijão,Produtos de Mercearia,10.29,10,0.0,102.89999999999999,68,3917.73
2023-06-08,Macarrão,Produtos de Mercearia,16.28,3,0.0,48.84,45,2094.67
2023-06-08,Óleo,Produtos de Mercearia,21.05,5,0.0,105.25,46,2554.57
2023-06-08,Azeite,Produtos de Mercearia,16.62,19,0.0,315.78000000000003,69,4382.65
2023-06-08,Farinha,Produtos de Mercearia,30.99,10,0.0,309.9,56,4493.77
2023-06-08,Leite,Laticínios e Ovos,35.84,9,0.0,322.56000000000006,71,3382.87
2023-06-08,Queijo,Laticínios e Ovos,38.09,2,0.0,76.18,19,4338.28
2023-06-08,Iogurte,Laticínios e Ovos,28.15,8,0.0,225.2,19,3612.85
2023-06-08,Manteiga,Laticínios e Ovos,47.47,9,0.0,427.23,22,3276.0
2023-06-08,Ovos,Laticínios e Ovos,34.69,14,0.0,485.65999999999997,35,4966.35
2023-06-08,Refrigerantes,Bebidas,35.76,17,0.0,607.92,30,3815.14
2023-06-08,Sucos,Bebidas,37.35,4,0.0,149.4,53,1840.22
2023-06-08,Água mineral,Bebidas,35.22,16,0.0,563.52,54,1059.91
2023-06-08,Cervejas,Bebidas,37.39,16,0.0,598.24,66,3108.91
2023-06-08,Vinhos,Bebidas,28.82,3,0.0,86.46000000000001,74,4061.12
2023-06-08,Detergentes,Produtos de Limpeza,44.37,5,0.0,221.85,22,1106.91
2023-06-08,Sabão em pó,Produtos de Limpeza,19.46,12,0.0,233.52,32,4593.62
2023-06-08,Amaciantes,Produtos de Limpeza,46.54,4,0.0,186.16,25,3058.08
2023-06-08,Limpadores multiuso,Produtos de Limpeza,9.52,10,0.0,95.19999999999999,40,1100.7
2023-06-08,Esponjas,Produtos de Limpeza,12.09,16,0.0,193.44,74,1679.74
2023-06-08,Shampoos,Produtos de Higiene Pessoal,11.98,13,0.0,155.74,21,1955.49
2023-06-08,Sabonetes,Produtos de Higiene Pessoal,2.67,12,0.0,32.04,63,2605.15
2023-06-08,Creme dental,Produtos de Higiene Pessoal,38.99,9,0.0,350.91,44,1122.1
2023-06-08,Desodorantes,Produtos de Higiene Pessoal,24.13,14,0.0,337.82,47,4579.54
2023-06-08,Papel higiênico,Produtos de Higiene Pessoal,22.23,14,0.0,311.22,23,1828.11
2023-06-08,Sorvetes,Congelados,19.29,3,0.0,57.87,24,4615.37
2023-06-08,Pizzas congeladas,Congelados,19.27,13,0.0,250.51,26,3533.96
2023-06-08,Vegetais congelados,Congelados,9.79,19,0.0,186.01,44,2892.7
2023-06-08,Pratos prontos congelados,Congelados,27.12,5,0.0,135.6,66,4862.41
2023-06-08,Frango empanado,Congelados,5.87,1,0.0,5.87,72,4672.02
2023-06-08,Ração para cães,Pet Shop,2.62,19,0.0,49.78,19,2814.37
2023-06-08,Ração para gatos,Pet Shop,30.13,17,0.0,512.21,61,1746.65
2023-06-08,Petiscos,Pet Shop,30.98,11,0.0,340.78000000000003,44,2061.79
2023-06-08,Brinquedos para pets,Pet Shop,8.38,10,0.0,83.80000000000001,56,3975.83
2023-06-08,Produtos de higiene para pets,Pet Shop,22.95,18,0.0,413.09999999999997,63,3393.15
2023-06-08,Panelas,Utilidades Domésticas,12.34,3,0.0,37.019999999999996,35,2482.21
2023-06-08,Talheres,Utilidades Domésticas,38.57,13,0.0,501.41,20,2114.06
2023-06-08,Copos,Utilidades Domésticas,33.02,6,0.0,198.12,53,4383.14
2023-06-08,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,46.1,2,0.0,92.2,55,4744.41
2023-06-09,Maçãs,Alimentos Frescos,49.99,13,0.0,649.87,34,1089.15
2023-06-09,Bananas,Alimentos Frescos,11.32,11,0.0,124.52000000000001,64,2758.39
2023-06-09,Laranjas,Alimentos Frescos,3.61,17,0.0,61.37,67,2449.67
2023-06-09,Tomates,Alimentos Frescos,40.77,17,0.0,693.09,41,2482.38
2023-06-09,Alface,Alimentos Frescos,45.51,15,0.0,682.65,72,1321.82
2023-06-09,Cenouras,Alimentos Frescos,35.48,18,0.0,638.64,58,1752.36
2023-06-09,Frango,Alimentos Frescos,43.63,16,0.0,698.08,45,1920.18
2023-06-09,Carne bovina,Alimentos Frescos,28.31,19,0.0,537.89,59,3166.03
2023-06-09,Carne suína,Alimentos Frescos,24.14,19,0.0,458.66,52,4828.97
2023-06-09,Salmão,Alimentos Frescos,7.86,8,0.0,62.88,23,2888.85
2023-06-09,Tilápia,Alimentos Frescos,37.0,13,0.0,481.0,67,2307.21
2023-06-09,Atum,Alimentos Frescos,16.21,4,0.0,64.84,35,2218.24
2023-06-09,Pão francês,Alimentos Frescos,6.07,7,0.0,42.49,57,3069.64
2023-06-09,Pão integral,Alimentos Frescos,14.35,13,0.0,186.54999999999998,60,1115.02
2023-06-09,Croissants,Alimentos Frescos,36.57,19,0.0,694.83,36,1098.03
2023-06-09,Arroz,Produtos de Mercearia,23.31,1,0.0,23.31,48,2245.29
2023-06-09,Feijão,Produtos de Mercearia,46.87,14,0.0,656.18,69,4355.43
2023-06-09,Macarrão,Produtos de Mercearia,42.83,3,0.0,128.49,53,4768.54
2023-06-09,Óleo,Produtos de Mercearia,24.27,17,0.0,412.59,64,1144.54
2023-06-09,Azeite,Produtos de Mercearia,33.46,18,0.0,602.28,20,1181.85
2023-06-09,Farinha,Produtos de Mercearia,31.96,9,0.0,287.64,33,3200.82
2023-06-09,Leite,Laticínios e Ovos,12.16,18,0.0,218.88,43,3575.92
2023-06-09,Queijo,Laticínios e Ovos,43.9,17,0.0,746.3,28,3459.39
2023-06-09,Iogurte,Laticínios e Ovos,4.98,5,0.0,24.900000000000002,28,2928.68
2023-06-09,Manteiga,Laticínios e Ovos,2.93,19,0.0,55.67,60,3492.89
2023-06-09,Ovos,Laticínios e Ovos,16.84,8,0.0,134.72,29,4536.89
2023-06-09,Refrigerantes,Bebidas,45.08,14,0.0,631.12,66,1277.15
2023-06-09,Sucos,Bebidas,14.25,8,0.0,114.0,71,3924.61
2023-06-09,Água mineral,Bebidas,44.24,14,0.0,619.36,20,4584.92
2023-06-09,Cervejas,Bebidas,36.34,14,0.0,508.76000000000005,54,3784.07
2023-06-09,Vinhos,Bebidas,18.84,9,0.0,169.56,19,3630.65
2023-06-09,Detergentes,Produtos de Limpeza,12.78,1,0.0,12.78,70,3168.65
2023-06-09,Sabão em pó,Produtos de Limpeza,20.57,5,0.0,102.85,58,4222.05
2023-06-09,Amaciantes,Produtos de Limpeza,22.0,16,0.0,352.0,72,2621.16
2023-06-09,Limpadores multiuso,Produtos de Limpeza,13.92,12,0.0,167.04,35,4299.22
2023-06-09,Esponjas,Produtos de Limpeza,2.87,9,0.0,25.830000000000002,43,3970.36
2023-06-09,Shampoos,Produtos de Higiene Pessoal,29.5,6,0.0,177.0,25,2411.35
2023-06-09,Sabonetes,Produtos de Higiene Pessoal,10.15,6,0.0,60.900000000000006,43,1107.25
2023-06-09,Creme dental,Produtos de Higiene Pessoal,26.14,4,0.0,104.56,71,3413.88
2023-06-09,Desodorantes,Produtos de Higiene Pessoal,7.81,15,0.0,117.14999999999999,54,3874.79
2023-06-09,Papel higiênico,Produtos de Higiene Pessoal,45.37,3,0.0,136.10999999999999,59,2769.54
2023-06-09,Sorvetes,Congelados,13.3,11,0.0,146.3,40,1909.65
2023-06-09,Pizzas congeladas,Congelados,2.42,8,0.0,19.36,60,4733.66
2023-06-09,Vegetais congelados,Congelados,10.04,6,0.0,60.239999999999995,21,4364.78
2023-06-09,Pratos prontos congelados,Congelados,10.08,18,0.0,181.44,74,1203.76
2023-06-09,Frango empanado,Congelados,33.78,6,0.0,202.68,56,3407.82
2023-06-09,Ração para cães,Pet Shop,31.41,16,0.0,502.56,19,2279.94
2023-06-09,Ração para gatos,Pet Shop,35.98,13,0.0,467.73999999999995,27,2877.56
2023-06-09,Petiscos,Pet Shop,35.51,17,0.0,603.67,54,4043.44
2023-06-09,Brinquedos para pets,Pet Shop,44.31,3,0.0,132.93,33,3737.33
2023-06-09,Produtos de higiene para pets,Pet Shop,39.29,15,0.0,589.35,19,1567.46
2023-06-09,Panelas,Utilidades Domésticas,5.37,13,0.0,69.81,32,2757.29
2023-06-09,Talheres,Utilidades Domésticas,20.24,3,0.0,60.72,24,1529.01
2023-06-09,Copos,Utilidades Domésticas,47.74,19,0.0,907.0600000000001,45,4829.63
2023-06-09,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,28.43,10,0.0,284.3,63,2464.28
2023-06-10,Maçãs,Alimentos Frescos,12.82,8,0.0,102.56,46,2577.44
2023-06-10,Bananas,Alimentos Frescos,39.03,17,0.0,663.51,57,1445.28
2023-06-10,Laranjas,Alimentos Frescos,33.95,19,0.0,645.0500000000001,38,1451.06
2023-06-10,Tomates,Alimentos Frescos,16.38,15,0.0,245.7,21,1538.46
2023-06-10,Alface,Alimentos Frescos,17.58,18,0.0,316.43999999999994,33,3134.81
2023-06-10,Cenouras,Alimentos Frescos,3.78,6,0.0,22.68,33,1902.9
2023-06-10,Frango,Alimentos Frescos,42.05,13,0.0,546.65,64,3341.09
2023-06-10,Carne bovina,Alimentos Frescos,49.26,15,0.0,738.9,59,2292.26
2023-06-10,Carne suína,Alimentos Frescos,21.84,1,0.0,21.84,61,1929.09
2023-06-10,Salmão,Alimentos Frescos,12.05,17,0.0,204.85000000000002,56,1481.74
2023-06-10,Tilápia,Alimentos Frescos,47.89,19,0.0,909.91,22,2983.14
2023-06-10,Atum,Alimentos Frescos,20.46,15,0.0,306.90000000000003,69,4320.86
2023-06-10,Pão francês,Alimentos Frescos,9.11,7,0.0,63.769999999999996,62,4417.31
2023-06-10,Pão integral,Alimentos Frescos,43.76,12,0.0,525.12,53,1548.05
2023-06-10,Croissants,Alimentos Frescos,15.46,17,0.0,262.82,68,3353.51
2023-06-10,Arroz,Produtos de Mercearia,46.66,2,0.0,93.32,55,4771.63
2023-06-10,Feijão,Produtos de Mercearia,34.2,5,0.0,171.0,48,2324.14
2023-06-10,Macarrão,Produtos de Mercearia,49.31,4,0.0,197.24,70,1878.18
2023-06-10,Óleo,Produtos de Mercearia,45.97,2,0.0,91.94,43,4295.76
2023-06-10,Azeite,Produtos de Mercearia,28.21,14,0.0,394.94,72,2137.7
2023-06-10,Farinha,Produtos de Mercearia,16.84,6,0.0,101.03999999999999,62,3818.91
2023-06-10,Leite,Laticínios e Ovos,7.03,8,0.0,56.24,27,3505.26
2023-06-10,Queijo,Laticínios e Ovos,11.07,6,0.0,66.42,34,1797.49
2023-06-10,Iogurte,Laticínios e Ovos,14.65,19,0.0,278.35,44,3614.04
2023-06-10,Manteiga,Laticínios e Ovos,35.46,7,0.0,248.22,46,2135.34
2023-06-10,Ovos,Laticínios e Ovos,8.66,19,0.0,164.54,41,3487.42
2023-06-10,Refrigerantes,Bebidas,35.82,19,0.0,680.58,27,3258.37
2023-06-10,Sucos,Bebidas,18.13,17,0.0,308.21,57,2763.71
2023-06-10,Água mineral,Bebidas,33.03,7,0.0,231.21,55,1608.04
2023-06-10,Cervejas,Bebidas,37.19,9,0.0,334.71,50,4683.52
2023-06-10,Vinhos,Bebidas,35.49,17,0.0,603.33,27,2623.55
2023-06-10,Detergentes,Produtos de Limpeza,43.09,9,0.0,387.81000000000006,61,2641.81
2023-06-10,Sabão em pó,Produtos de Limpeza,5.83,19,0.0,110.77,69,1627.19
2023-06-10,Amaciantes,Produtos de Limpeza,5.57,18,0.0,100.26,44,4793.1
2023-06-10,Limpadores multiuso,Produtos de Limpeza,28.69,4,0.0,114.76,20,1218.34
2023-06-10,Esponjas,Produtos de Limpeza,45.62,13,0.0,593.06,42,2955.34
2023-06-10,Shampoos,Produtos de Higiene Pessoal,43.65,10,0.0,436.5,34,2974.6
2023-06-10,Sabonetes,Produtos de Higiene Pessoal,27.3,3,0.0,81.9,74,3269.17
2023-06-10,Creme dental,Produtos de Higiene Pessoal,25.07,7,0.0,175.49,64,4489.53
2023-06-10,Desodorantes,Produtos de Higiene Pessoal,41.34,14,0.0,578.76,39,2473.48
2023-06-10,Papel higiênico,Produtos de Higiene Pessoal,40.67,17,0.0,691.39,30,2052.48
2023-06-10,Sorvetes,Congelados,34.7,1,0.0,34.7,27,2974.68
2023-06-10,Pizzas congeladas,Congelados,20.49,11,0.0,225.39,39,1066.99
2023-06-10,Vegetais congelados,Congelados,22.22,18,0.0,399.96,50,1881.83
2023-06-10,Pratos prontos congelados,Congelados,17.53,16,0.0,280.48,22,3118.34
2023-06-10,Frango empanado,Congelados,30.95,16,0.0,495.2,19,2718.36
2023-06-10,Ração para cães,Pet Shop,5.72,18,0.0,102.96,40,2437.71
2023-06-10,Ração para gatos,Pet Shop,10.3,1,0.0,10.3,62,2897.25
2023-06-10,Petiscos,Pet Shop,3.32,10,0.0,33.199999999999996,42,4008.9
2023-06-10,Brinquedos para pets,Pet Shop,49.84,6,0.0,299.04,66,4402.07
2023-06-10,Produtos de higiene para pets,Pet Shop,9.79,9,0.0,88.10999999999999,70,1070.85
2023-06-10,Panelas,Utilidades Domésticas,42.5,15,0.0,637.5,49,3340.55
2023-06-10,Talheres,Utilidades Domésticas,8.07,1,0.0,8.07,40,3079.62
2023-06-10,Copos,Utilidades Domésticas,28.55,12,0.0,342.6,20,4911.08
2023-06-10,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,37.31,5,0.0,186.55,54,1688.83
2023-06-11,Maçãs,Alimentos Frescos,28.6,2,0.0,57.2,21,3049.56
2023-06-11,Bananas,Alimentos Frescos,15.4,14,0.0,215.6,29,3540.91
2023-06-11,Laranjas,Alimentos Frescos,33.2,6,0.0,199.20000000000002,52,1277.44
2023-06-11,Tomates,Alimentos Frescos,11.17,17,0.0,189.89,33,3847.64
2023-06-11,Alface,Alimentos Frescos,32.69,1,0.0,32.69,35,2995.71
2023-06-11,Cenouras,Alimentos Frescos,48.68,1,0.0,48.68,33,3251.69
2023-06-11,Frango,Alimentos Frescos,29.35,15,0.0,440.25,47,1185.69
2023-06-11,Carne bovina,Alimentos Frescos,37.81,13,0.0,491.53000000000003,55,4055.74
2023-06-11,Carne suína,Alimentos Frescos,42.93,1,0.0,42.93,70,1740.72
2023-06-11,Salmão,Alimentos Frescos,9.82,18,0.0,176.76,70,1176.61
2023-06-11,Tilápia,Alimentos Frescos,40.35,4,0.0,161.4,22,2838.5
2023-06-11,Atum,Alimentos Frescos,29.92,17,0.0,508.64000000000004,50,2921.39
2023-06-11,Pão francês,Alimentos Frescos,38.98,17,0.0,662.66,48,3818.57
2023-06-11,Pão integral,Alimentos Frescos,26.57,3,0.0,79.71000000000001,59,3124.76
2023-06-11,Croissants,Alimentos Frescos,38.5,19,0.0,731.5,72,1831.92
2023-06-11,Arroz,Produtos de Mercearia,18.0,15,0.0,270.0,24,2716.24
2023-06-11,Feijão,Produtos de Mercearia,12.01,3,0.0,36.03,63,1197.68
2023-06-11,Macarrão,Produtos de Mercearia,49.6,14,0.0,694.4,40,4156.47
2023-06-11,Óleo,Produtos de Mercearia,11.24,10,0.0,112.4,34,3136.44
2023-06-11,Azeite,Produtos de Mercearia,4.72,16,0.0,75.52,43,1242.6
2023-06-11,Farinha,Produtos de Mercearia,35.59,9,0.0,320.31000000000006,56,4176.61
2023-06-11,Leite,Laticínios e Ovos,6.28,6,0.0,37.68,48,4156.42
2023-06-11,Queijo,Laticínios e Ovos,16.92,8,0.0,135.36,52,4021.75
2023-06-11,Iogurte,Laticínios e Ovos,25.32,6,0.0,151.92000000000002,32,4689.51
2023-06-11,Manteiga,Laticínios e Ovos,4.71,16,0.0,75.36,70,4453.16
2023-06-11,Ovos,Laticínios e Ovos,15.14,12,0.0,181.68,40,1794.95
2023-06-11,Refrigerantes,Bebidas,10.98,1,0.0,10.98,19,1146.55
2023-06-11,Sucos,Bebidas,16.35,7,0.0,114.45000000000002,52,4378.76
2023-06-11,Água mineral,Bebidas,47.45,4,0.0,189.8,21,2900.14
2023-06-11,Cervejas,Bebidas,24.35,19,0.0,462.65000000000003,63,1486.03
2023-06-11,Vinhos,Bebidas,31.84,1,0.0,31.84,22,3923.45
2023-06-11,Detergentes,Produtos de Limpeza,48.21,16,0.0,771.36,70,1388.07
2023-06-11,Sabão em pó,Produtos de Limpeza,4.66,9,0.0,41.94,60,3454.81
2023-06-11,Amaciantes,Produtos de Limpeza,38.34,12,0.0,460.08000000000004,50,2972.01
2023-06-11,Limpadores multiuso,Produtos de Limpeza,31.95,13,0.0,415.34999999999997,20,1736.23
2023-06-11,Esponjas,Produtos de Limpeza,40.73,4,0.0,162.92,60,4628.82
2023-06-11,Shampoos,Produtos de Higiene Pessoal,17.38,19,0.0,330.21999999999997,64,1446.88
2023-06-11,Sabonetes,Produtos de Higiene Pessoal,22.46,11,0.0,247.06,32,3497.07
2023-06-11,Creme dental,Produtos de Higiene Pessoal,26.95,11,0.0,296.45,40,4679.89
2023-06-11,Desodorantes,Produtos de Higiene Pessoal,34.49,9,0.0,310.41,39,2108.04
2023-06-11,Papel higiênico,Produtos de Higiene Pessoal,16.38,1,0.0,16.38,19,3419.55
2023-06-11,Sorvetes,Congelados,31.51,11,0.0,346.61,44,2029.44
2023-06-11,Pizzas congeladas,Congelados,38.97,6,0.0,233.82,57,1773.76
2023-06-11,Vegetais congelados,Congelados,20.56,2,0.0,41.12,29,3741.96
2023-06-11,Pratos prontos congelados,Congelados,42.03,2,0.0,84.06,57,3214.51
2023-06-11,Frango empanado,Congelados,11.08,18,0.0,199.44,23,4823.53
2023-06-11,Ração para cães,Pet Shop,29.54,4,0.0,118.16,48,3100.74
2023-06-11,Ração para gatos,Pet Shop,21.34,2,0.0,42.68,65,3918.08
2023-06-11,Petiscos,Pet Shop,47.03,6,0.0,282.18,67,2013.85
2023-06-11,Brinquedos para pets,Pet Shop,18.38,12,0.0,220.56,29,1767.09
2023-06-11,Produtos de higiene para pets,Pet Shop,27.56,18,0.0,496.08,67,2491.7
2023-06-11,Panelas,Utilidades Domésticas,30.36,14,0.0,425.03999999999996,65,2008.74
2023-06-11,Talheres,Utilidades Domésticas,23.4,18,0.0,421.2,42,2842.13
2023-06-11,Copos,Utilidades Domésticas,3.04,13,0.0,39.52,24,1547.13
2023-06-11,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,43.56,18,0.0,784.08,64,2573.83
2023-06-12,Maçãs,Alimentos Frescos,35.9,4,0.0,143.6,29,4737.77
2023-06-12,Bananas,Alimentos Frescos,12.07,17,0.0,205.19,67,2972.73
2023-06-12,Laranjas,Alimentos Frescos,5.57,1,0.0,5.57,35,4880.17
2023-06-12,Tomates,Alimentos Frescos,4.52,1,0.0,4.52,69,1871.9
2023-06-12,Alface,Alimentos Frescos,6.9,12,0.0,82.80000000000001,71,4776.03
2023-06-12,Cenouras,Alimentos Frescos,26.73,17,0.0,454.41,73,1003.12
2023-06-12,Frango,Alimentos Frescos,18.01,6,0.0,108.06,40,2962.82
2023-06-12,Carne bovina,Alimentos Frescos,36.64,19,0.0,696.16,21,4642.04
2023-06-12,Carne suína,Alimentos Frescos,8.9,11,0.0,97.9,47,4466.74
2023-06-12,Salmão,Alimentos Frescos,36.8,9,0.0,331.2,65,3495.32
